id,provincia,categoria,score
37,Guayaquil,Free WiFi,8.8
38,Guayaquil,Staff,8.9
38,Guayaquil,Facilities,7.6
38,Guayaquil,Cleanliness,8.3
38,Guayaquil,Comfort,8.0
38,Guayaquil,Value for money,7.8
38,Guayaquil,Location,9.1
38,Guayaquil,Free WiFi,7.8
39,Guayaquil,Staff,9.1
39,Guayaquil,Facilities,8.7
39,Guayaquil,Cleanliness,9.1
39,Guayaquil,Comfort,9.1
39,Guayaquil,Value for money,8.3
39,Guayaquil,Location,9.4
39,Guayaquil,Free WiFi,8.8
40,Guayaquil,Staff,8.9
40,Guayaquil,Facilities,8.0
40,Guayaquil,Cleanliness,8.6
40,Guayaquil,Comfort,8.4
40,Guayaquil,Value for money,8.3
40,Guayaquil,Location,8.6
40,Guayaquil,Free WiFi,8.7
41,Guayaquil,Staff,8.3
41,Guayaquil,Facilities,7.7
41,Guayaquil,Cleanliness,8.2
41,Guayaquil,Comfort,8.0
41,Guayaquil,Value for money,7.8
41,Guayaquil,Location,8.9
41,Guayaquil,Free WiFi,7.2
42,Guayaquil,Staff,8.9
42,Guayaquil,Facilities,8.5
42,Guayaquil,Cleanliness,8.9
42,Guayaquil,Comfort,8.8
42,Guayaquil,Value for money,8.2
42,Guayaquil,Location,8.8
42,Guayaquil,Free WiFi,7.9
43,Guayaquil,Staff,8.7
43,Guayaquil,Facilities,8.8
43,Guayaquil,Cleanliness,9.1
43,Guayaquil,Comfort,9.2
43,Guayaquil,Value for money,8.3
43,Guayaquil,Location,9.1
43,Guayaquil,Free WiFi,8.4
44,Guayaquil,Staff,8.8
44,Guayaquil,Facilities,8.3
44,Guayaquil,Cleanliness,8.8
44,Guayaquil,Comfort,8.8
44,Guayaquil,Value for money,8.5
44,Guayaquil,Location,9.0
44,Guayaquil,Free WiFi,9.4
45,Guayaquil,Staff,8.6
45,Guayaquil,Facilities,7.8
45,Guayaquil,Cleanliness,8.3
45,Guayaquil,Comfort,8.3
45,Guayaquil,Value for money,7.8
45,Guayaquil,Location,9.1
45,Guayaquil,Free WiFi,8.2
46,Guayaquil,Staff,8.4
46,Guayaquil,Facilities,8.4
46,Guayaquil,Cleanliness,8.7
46,Guayaquil,Comfort,8.8
46,Guayaquil,Value for money,8.6
46,Guayaquil,Location,8.4
46,Guayaquil,Free WiFi,8.7
47,Guayaquil,Staff,8.7
47,Guayaquil,Facilities,8.3
47,Guayaquil,Cleanliness,8.7
47,Guayaquil,Comfort,8.6
47,Guayaquil,Value for money,8.2
47,Guayaquil,Location,8.7
47,Guayaquil,Free WiFi,7.9
48,Guayaquil,"",""
49,Guayaquil,Staff,9.3
49,Guayaquil,Facilities,8.5
49,Guayaquil,Cleanliness,8.7
49,Guayaquil,Comfort,8.8
49,Guayaquil,Value for money,8.6
49,Guayaquil,Location,9.4
49,Guayaquil,Free WiFi,8.8
50,Guayaquil,Staff,8.9
50,Guayaquil,Facilities,7.9
50,Guayaquil,Cleanliness,8.1
50,Guayaquil,Comfort,8.1
50,Guayaquil,Value for money,8.2
50,Guayaquil,Location,9.4
50,Guayaquil,Free WiFi,8.5
51,Guayaquil,Staff,8.0
51,Guayaquil,Facilities,7.3
51,Guayaquil,Cleanliness,7.9
51,Guayaquil,Comfort,7.7
51,Guayaquil,Value for money,7.4
51,Guayaquil,Location,8.5
51,Guayaquil,Free WiFi,7.1
52,Guayaquil,Staff,8.7
52,Guayaquil,Facilities,7.8
52,Guayaquil,Cleanliness,8.1
52,Guayaquil,Comfort,8.1
52,Guayaquil,Value for money,8.1
52,Guayaquil,Location,9.3
52,Guayaquil,Free WiFi,7.9
54,Guayaquil,Staff,9.3
54,Guayaquil,Facilities,8.9
54,Guayaquil,Cleanliness,9.3
54,Guayaquil,Comfort,9.1
54,Guayaquil,Value for money,8.8
54,Guayaquil,Location,8.9
54,Guayaquil,Free WiFi,8.8
55,Guayaquil,Staff,9.3
55,Guayaquil,Facilities,9.1
55,Guayaquil,Cleanliness,9.3
55,Guayaquil,Comfort,9.3
55,Guayaquil,Value for money,8.5
55,Guayaquil,Location,9.4
55,Guayaquil,Free WiFi,8.6
56,Guayaquil,Staff,8.9
56,Guayaquil,Facilities,8.5
56,Guayaquil,Cleanliness,8.8
56,Guayaquil,Comfort,8.8
56,Guayaquil,Value for money,8.2
56,Guayaquil,Location,9.4
56,Guayaquil,Free WiFi,8.8
57,Guayaquil,Staff,8.9
57,Guayaquil,Facilities,8.6
57,Guayaquil,Cleanliness,9.0
57,Guayaquil,Comfort,9.0
57,Guayaquil,Value for money,8.4
57,Guayaquil,Location,9.2
57,Guayaquil,Free WiFi,8.6
58,Guayaquil,Staff,9.3
58,Guayaquil,Facilities,8.8
58,Guayaquil,Cleanliness,9.1
58,Guayaquil,Comfort,9.1
58,Guayaquil,Value for money,8.6
58,Guayaquil,Location,9.2
58,Guayaquil,Free WiFi,9.1
id,provincia,categoria,score
59,Guayaquil,Staff,9.2
59,Guayaquil,Facilities,9.1
59,Guayaquil,Cleanliness,9.3
59,Guayaquil,Comfort,9.3
59,Guayaquil,Value for money,8.4
59,Guayaquil,Location,9.4
59,Guayaquil,Free WiFi,8.8
60,Guayaquil,Staff,9.0
60,Guayaquil,Facilities,8.4
60,Guayaquil,Cleanliness,8.8
60,Guayaquil,Comfort,8.8
60,Guayaquil,Value for money,8.5
60,Guayaquil,Location,8.5
60,Guayaquil,Free WiFi,8.4
61,Guayaquil,Staff,9.3
61,Guayaquil,Facilities,9.1
61,Guayaquil,Cleanliness,9.3
61,Guayaquil,Comfort,9.4
61,Guayaquil,Value for money,8.5
61,Guayaquil,Location,9.5
61,Guayaquil,Free WiFi,8.9
62,Guayaquil,Staff,8.9
62,Guayaquil,Facilities,8.4
62,Guayaquil,Cleanliness,8.8
62,Guayaquil,Comfort,8.5
62,Guayaquil,Value for money,8.4
62,Guayaquil,Location,8.4
62,Guayaquil,Free WiFi,8.8
63,Guayaquil,Staff,8.9
63,Guayaquil,Facilities,7.6
63,Guayaquil,Cleanliness,8.3
63,Guayaquil,Comfort,8.0
63,Guayaquil,Value for money,7.8
63,Guayaquil,Location,9.1
63,Guayaquil,Free WiFi,7.8
64,Guayaquil,Staff,9.1
64,Guayaquil,Facilities,8.7
64,Guayaquil,Cleanliness,9.1
64,Guayaquil,Comfort,9.1
64,Guayaquil,Value for money,8.3
64,Guayaquil,Location,9.4
64,Guayaquil,Free WiFi,8.8
65,Guayaquil,Staff,8.9
65,Guayaquil,Facilities,8.0
65,Guayaquil,Cleanliness,8.6
65,Guayaquil,Comfort,8.4
65,Guayaquil,Value for money,8.3
65,Guayaquil,Location,8.6
65,Guayaquil,Free WiFi,8.7
66,Guayaquil,Staff,8.3
66,Guayaquil,Facilities,7.7
66,Guayaquil,Cleanliness,8.2
66,Guayaquil,Comfort,8.0
66,Guayaquil,Value for money,7.8
66,Guayaquil,Location,8.9
66,Guayaquil,Free WiFi,7.2
67,Guayaquil,Staff,8.9
67,Guayaquil,Facilities,8.5
67,Guayaquil,Cleanliness,8.9
67,Guayaquil,Comfort,8.8
67,Guayaquil,Value for money,8.2
67,Guayaquil,Location,8.8
67,Guayaquil,Free WiFi,7.9
68,Guayaquil,Staff,8.7
68,Guayaquil,Facilities,8.8
68,Guayaquil,Cleanliness,9.1
68,Guayaquil,Comfort,9.2
68,Guayaquil,Value for money,8.3
68,Guayaquil,Location,9.1
68,Guayaquil,Free WiFi,8.4
69,Guayaquil,Staff,8.8
69,Guayaquil,Facilities,8.3
69,Guayaquil,Cleanliness,8.8
69,Guayaquil,Comfort,8.8
69,Guayaquil,Value for money,8.5
69,Guayaquil,Location,9.0
69,Guayaquil,Free WiFi,9.4
70,Guayaquil,Staff,8.6
70,Guayaquil,Facilities,7.8
70,Guayaquil,Cleanliness,8.3
70,Guayaquil,Comfort,8.3
70,Guayaquil,Value for money,7.8
70,Guayaquil,Location,9.1
70,Guayaquil,Free WiFi,8.2
71,Guayaquil,Staff,8.4
71,Guayaquil,Facilities,8.4
71,Guayaquil,Cleanliness,8.7
71,Guayaquil,Comfort,8.8
71,Guayaquil,Value for money,8.6
71,Guayaquil,Location,8.4
71,Guayaquil,Free WiFi,8.7
72,Guayaquil,Staff,8.7
72,Guayaquil,Facilities,8.3
72,Guayaquil,Cleanliness,8.7
72,Guayaquil,Comfort,8.6
72,Guayaquil,Value for money,8.2
72,Guayaquil,Location,8.7
72,Guayaquil,Free WiFi,7.9
73,Guayaquil,"",""
74,Guayaquil,Staff,9.3
74,Guayaquil,Facilities,8.5
74,Guayaquil,Cleanliness,8.7
74,Guayaquil,Comfort,8.8
74,Guayaquil,Value for money,8.6
74,Guayaquil,Location,9.4
74,Guayaquil,Free WiFi,8.8
75,Guayaquil,Staff,8.9
75,Guayaquil,Facilities,7.9
75,Guayaquil,Cleanliness,8.1
75,Guayaquil,Comfort,8.1
75,Guayaquil,Value for money,8.2
75,Guayaquil,Location,9.4
75,Guayaquil,Free WiFi,8.5
